age,gender,living,edu,exedu,married,income,happiness,status,party,health,y2018,y2016,logincome
30,0,1,7,-8,1,31600,1,3,5,3,1,0,4.499687083
29,0,1,6,-8,1,27000,1,3,5,3,1,0,4.431363764
22,1,1,5,5,0,70000,1,3,5,3,1,0,4.84509804
44,1,1,3,-8,1,18000,1,5,5,4,1,0,4.255272505
31,1,1,7,-8,1,67700,1,3,5,5,1,0,4.830588669
28,0,1,4,-8,1,30000,1,3,5,3,1,0,4.477121255
34,0,0,6,-8,1,5000,1,3,5,3,1,0,3.698970004
32,0,0,6,-8,1,18000,1,3,-8,1,1,0,4.255272505
29,0,1,5,-8,1,36384,1,3,5,3,1,0,4.560910443
36,1,1,4,-8,1,60000,1,3,5,1,1,0,4.77815125
47,1,1,4,-8,1,9000,1,3,5,3,1,0,3.954242509
34,0,1,4,-8,1,3000,1,5,5,1,1,0,3.477121255
27,1,1,4,-8,1,30000,1,3,5,2,1,0,4.477121255
26,1,1,4,-8,0,20000,1,3,5,2,1,0,4.301029996
36,1,1,4,-8,1,47000,1,4,5,5,1,0,4.672097858
30,0,0,8,-8,1,50000,1,3,5,3,1,0,4.698970004
20,1,1,3,4,0,20000,0,1,5,4,1,0,4.301029996
30,0,1,6,-8,1,35000,1,4,5,1,1,0,4.544068044
28,0,1,6,-8,1,15000,1,4,5,3,1,0,4.176091259
42,1,1,4,-8,1,36000,1,3,5,2,1,0,4.556302501
20,1,1,5,7,0,200000,1,3,5,5,1,0,5.301029996
32,1,1,4,-8,1,90000,1,2,5,1,1,0,4.954242509
44,0,1,0,-8,1,20000,1,5,5,5,1,0,4.301029996
22,0,1,5,7,0,20000,1,3,5,1,1,0,4.301029996
19,1,1,6,6,0,48000,1,1,5,3,1,0,4.681241237
30,1,1,6,-8,1,100000,1,1,5,3,1,0,5
22,1,1,4,7,0,150000,1,3,5,3,1,0,5.176091259
52,1,1,3,-8,1,33000,1,4,5,1,1,0,4.51851394
29,0,1,3,-8,1,40000,1,4,5,1,1,0,4.602059991
26,1,1,4,-8,0,28000,1,4,5,1,1,0,4.447158031
23,0,1,4,5,1,11000,1,3,5,2,1,0,4.041392685
21,1,1,5,5,1,24000,1,3,5,2,1,0,4.380211242
21,0,1,5,6,1,26400,1,4,1,3,1,0,4.421603927
37,0,1,3,-8,1,20000,1,3,5,1,1,0,4.301029996
45,1,1,4,-8,1,60000,1,2,5,4,1,0,4.77815125
34,1,1,6,-8,1,80000,1,4,5,1,1,0,4.903089987
27,1,1,4,-8,1,58000,1,3,5,3,1,0,4.763427994
43,0,1,3,-8,1,3000,0,2,5,1,1,0,3.477121255
20,1,1,4,5,0,12000,1,3,5,2,1,0,4.079181246
46,0,1,0,-8,1,21000,1,4,5,2,1,0,4.322219295
25,1,1,4,-8,1,8000,1,3,5,2,1,0,3.903089987
26,0,1,4,-8,1,7000,1,3,5,3,1,0,3.84509804
19,1,1,5,9,0,5000,1,1,5,1,1,0,3.698970004
44,1,0,7,-8,1,52000,1,2,-8,3,1,0,4.716003344
37,0,1,6,-8,1,24000,1,3,5,3,1,0,4.380211242
37,1,1,4,-8,1,140000,1,3,5,3,1,0,5.146128036
32,0,1,5,-8,0,18200,1,5,5,1,1,0,4.260071388
30,1,1,5,-8,1,40000,1,3,5,3,1,0,4.602059991
33,0,1,3,-8,1,40000,1,3,5,4,1,0,4.602059991
29,1,1,0,-8,0,55000,1,3,5,4,1,0,4.740362689
35,0,1,3,-8,1,22500,1,3,5,3,1,0,4.352182518
29,1,1,5,-8,1,40000,1,3,5,3,1,0,4.602059991
19,0,1,4,6,0,29000,0,5,5,2,1,0,4.462397998
29,0,1,4,-8,1,10200,1,3,5,2,1,0,4.008600172
30,1,1,4,-8,1,12600,1,3,5,1,1,0,4.100370545
37,0,1,3,-8,1,5000,0,1,5,5,1,0,3.698970004
37,1,1,4,-8,1,5500,1,4,5,1,1,0,3.740362689
32,1,1,6,-8,1,51000,0,2,5,3,1,0,4.707570176
21,1,1,6,7,0,10000,1,3,5,3,1,0,4
31,1,1,5,-8,1,54500,1,3,5,1,1,0,4.736396502
31,0,1,6,-8,1,30000,1,2,5,2,1,0,4.477121255
29,0,1,5,-8,1,12000,1,3,5,3,1,0,4.079181246
22,1,1,6,7,1,12000,1,3,5,2,1,0,4.079181246
43,1,1,4,-8,0,30000,1,3,5,2,1,0,4.477121255
42,1,1,3,-8,1,24000,1,3,5,1,1,0,4.380211242
18,0,1,5,6,0,10000,1,4,5,1,1,0,4
44,0,0,7,-8,1,60000,1,3,-8,3,1,0,4.77815125
23,1,1,6,6,0,30000,1,2,5,3,1,0,4.477121255
23,1,1,6,6,0,35000,1,3,5,1,1,0,4.544068044
32,0,1,3,-8,1,10000,1,2,5,3,1,0,4
39,1,1,5,-8,0,50000,0,3,5,5,1,0,4.698970004
29,0,1,5,-8,1,36000,1,3,5,4,1,0,4.556302501
38,1,1,4,-8,1,50000,1,2,5,1,1,0,4.698970004
43,0,1,4,-8,1,14000,1,4,5,1,1,0,4.146128036
43,1,1,4,-8,1,31000,1,3,5,1,1,0,4.491361694
31,0,0,7,-8,1,50000,1,4,5,4,1,0,4.698970004
30,0,1,6,-8,1,30000,1,3,5,3,1,0,4.477121255
36,0,1,5,-8,1,15000,1,4,5,3,1,0,4.176091259
35,1,1,6,-8,1,80000,1,3,5,1,1,0,4.903089987
32,0,1,7,-8,1,32880,1,1,5,3,1,0,4.516931809
30,1,1,7,-8,1,40000,1,3,-8,4,1,0,4.602059991
29,1,1,5,-8,1,70000,1,5,5,1,1,0,4.84509804
49,0,1,0,-8,1,15900,1,4,5,1,1,0,4.201397124
27,1,1,5,-8,1,72000,1,3,5,2,1,0,4.857332496
33,1,0,8,-8,1,100000,1,3,-8,2,1,0,5
29,1,1,5,-8,1,32000,1,3,5,1,1,0,4.505149978
31,0,1,6,-8,1,50000,1,4,5,3,1,0,4.698970004
29,1,1,5,-8,1,8400,1,3,5,2,1,0,3.924279286
28,1,1,4,-8,1,30000,1,1,5,3,1,0,4.477121255
24,1,1,6,7,0,50000,1,3,5,1,1,0,4.698970004
38,0,0,8,-8,1,116400,1,3,-8,3,1,0,5.06595298
25,1,1,6,-8,0,38400,1,3,-8,2,1,0,4.584331224
28,1,1,4,-8,0,40000,1,3,5,3,1,0,4.602059991
36,1,1,7,-8,1,96000,1,3,-8,4,1,0,4.982271233
35,0,1,7,-8,1,70000,1,3,5,1,1,0,4.84509804
41,1,1,6,-8,1,140000,1,3,-8,3,1,0,5.146128036
25,1,1,6,-8,1,37000,1,1,5,1,1,0,4.568201724
28,0,1,6,-8,1,20000,1,3,5,2,1,0,4.301029996
26,1,1,7,-8,0,8000,1,1,5,3,1,0,3.903089987
30,0,1,4,-8,1,50000,1,5,5,2,1,0,4.698970004
20,1,1,4,7,0,30000,1,4,5,3,1,0,4.477121255
41,1,1,5,-8,1,40000,1,3,5,3,1,0,4.602059991
40,0,1,4,-8,1,20000,1,2,5,3,1,0,4.301029996
40,1,1,4,-8,1,50000,1,3,5,3,1,0,4.698970004
18,1,1,5,7,0,36000,1,2,5,3,1,0,4.556302501
41,0,1,4,-8,1,40000,1,4,5,2,1,0,4.602059991
20,1,1,5,5,0,55000,1,2,5,3,1,0,4.740362689
23,0,1,7,7,0,42000,1,3,5,3,1,0,4.62324929
17,0,1,4,7,0,25000,0,4,5,2,1,0,4.397940009
31,0,1,6,-8,1,22000,1,3,5,3,1,0,4.342422681
18,1,1,5,4,0,6000,1,3,5,1,1,0,3.77815125
27,0,1,4,-8,1,7000,1,3,5,4,1,0,3.84509804
30,0,1,4,-8,1,20000,1,3,5,2,1,0,4.301029996
26,1,1,3,-8,1,32000,1,3,5,3,1,0,4.505149978
28,0,1,6,-8,1,64700,1,4,5,3,1,0,4.810904281
39,1,1,4,-8,1,42000,1,3,5,4,1,0,4.62324929
36,0,1,4,-8,1,24000,1,3,5,2,1,0,4.380211242
54,1,1,0,-8,1,18000,1,3,5,3,1,0,4.255272505
36,1,1,4,-8,1,14000,1,3,5,1,1,0,4.146128036
32,0,1,4,-8,1,13500,1,3,5,3,1,0,4.130333768
27,1,1,6,-8,0,70000,1,3,5,3,1,0,4.84509804
42,1,1,5,-8,1,55000,1,3,-8,3,1,0,4.740362689
29,1,1,5,-8,1,6500,1,3,5,3,1,0,3.812913357
31,1,1,5,-8,1,19200,1,3,5,4,1,0,4.283301229
30,0,1,4,-8,1,19200,1,4,5,3,1,0,4.283301229
22,0,1,4,4,1,13000,1,3,5,2,1,0,4.113943352
20,1,0,5,11,0,20000,1,4,1,3,1,0,4.301029996
26,0,0,7,-8,0,20000,1,2,5,3,1,0,4.301029996
24,1,0,5,5,0,60000,1,4,5,1,1,0,4.77815125
44,1,0,7,-8,1,50000,1,2,-8,3,1,0,4.698970004
33,1,1,6,-8,1,60000,1,3,-8,3,1,0,4.77815125
38,0,0,5,-8,0,50000,1,3,5,3,1,0,4.698970004
39,0,1,5,-8,1,60000,1,3,5,3,1,0,4.77815125
34,1,0,8,-8,1,400000,1,3,-8,2,1,0,5.602059991
34,0,0,7,-8,1,118300,1,3,5,3,1,0,5.072984745
39,1,0,5,-8,1,70000,1,3,5,3,1,0,4.84509804
36,0,0,6,-8,1,26000,1,3,5,3,1,0,4.414973348
42,1,0,7,-8,0,120000,1,3,-8,4,1,0,5.079181246
38,1,0,7,-8,1,36000,1,3,5,2,1,0,4.556302501
22,0,0,5,6,0,10800,1,3,1,1,1,0,4.033423755
40,0,0,7,-8,1,37000,1,3,5,3,1,0,4.568201724
25,1,0,6,-8,0,31500,1,1,5,3,1,0,4.498310554
30,1,0,5,-8,1,25000,1,3,5,1,1,0,4.397940009
31,0,0,7,-8,1,28000,1,3,5,2,1,0,4.447158031
28,0,0,7,-8,0,37300,1,3,-8,3,1,0,4.571708832
31,1,0,7,-8,1,50000,1,4,5,2,1,0,4.698970004
22,1,0,6,6,0,37500,1,2,5,3,1,0,4.574031268
26,0,0,6,-8,1,52800,1,4,5,3,1,0,4.722633923
17,1,0,4,5,0,4600,1,3,5,2,1,0,3.662757832
32,0,0,7,-8,1,30000,1,4,5,3,1,0,4.477121255
44,0,0,4,-8,1,24000,1,3,5,1,1,0,4.380211242
41,1,0,5,-8,1,29800,1,3,5,3,1,0,4.474216264
38,0,0,5,-8,1,20000,1,3,5,3,1,0,4.301029996
21,0,0,6,6,0,30000,1,3,5,2,1,0,4.477121255
26,0,0,7,-8,0,59880,1,3,5,3,1,0,4.777281792
41,0,0,4,-8,1,18000,1,2,5,3,1,0,4.255272505
40,1,0,5,-8,1,26000,1,1,5,5,1,0,4.414973348
43,0,1,3,-8,1,4000,1,2,5,4,1,0,3.602059991
18,1,0,4,7,0,25000,1,3,5,2,1,0,4.397940009
30,0,0,7,-8,1,90000,1,2,5,3,1,0,4.954242509
32,0,0,6,-8,0,8200,1,3,5,3,1,0,3.913813852
28,1,0,5,-8,1,24000,1,2,5,3,1,0,4.380211242
33,0,1,3,-8,1,24000,1,3,5,4,1,0,4.380211242
25,0,0,5,-8,1,18500,1,1,5,4,1,0,4.267171728
35,0,1,5,-8,1,36000,1,3,5,2,1,0,4.556302501
52,0,1,0,-8,1,20000,1,3,5,5,1,0,4.301029996
33,1,0,6,-8,0,72000,1,4,-8,3,1,0,4.857332496
24,1,0,7,7,0,38000,1,3,5,3,1,0,4.579783597
44,0,0,3,-8,1,12500,1,3,5,4,1,0,4.096910013
27,1,0,4,-8,1,48800,1,5,5,2,1,0,4.688419822
27,0,0,6,-8,1,24000,1,1,5,1,1,0,4.380211242
35,1,0,6,-8,1,24000,1,3,-8,2,1,0,4.380211242
22,0,0,4,4,0,51400,1,2,5,2,1,0,4.710963119
32,1,1,0,-8,1,30000,1,2,5,3,1,0,4.477121255
34,1,1,5,-8,1,50000,1,2,5,3,1,0,4.698970004
30,0,1,6,-8,1,24000,1,3,5,1,1,0,4.380211242
42,1,1,4,-8,1,78000,1,3,5,1,1,0,4.892094603
41,0,1,3,-8,1,46000,1,2,5,2,1,0,4.662757832
35,1,1,4,-8,1,6000,1,1,5,5,1,0,3.77815125
32,1,1,5,-8,1,60000,1,3,5,3,1,0,4.77815125
32,0,1,4,-8,1,42000,1,3,5,5,1,0,4.62324929
27,0,1,4,-8,1,33000,1,3,5,5,1,0,4.51851394
36,1,1,4,-8,1,35000,1,1,5,1,1,0,4.544068044
34,0,1,4,-8,1,60000,1,3,5,3,1,0,4.77815125
27,1,1,5,-8,1,59500,1,2,5,3,1,0,4.774516966
44,0,1,4,-8,1,13000,1,4,5,3,1,0,4.113943352
20,0,1,4,6,0,15000,1,2,5,3,1,0,4.176091259
37,1,0,6,-8,1,32400,1,4,5,3,1,0,4.51054501
37,0,0,6,-8,1,32400,1,4,5,3,1,0,4.51054501
35,0,1,3,-8,1,24000,1,3,5,3,1,0,4.380211242
43,1,1,4,-8,1,20000,1,3,5,4,1,0,4.301029996
35,0,1,4,-8,1,39000,1,3,5,3,1,0,4.591064607
42,0,1,3,-8,1,12000,1,3,5,4,1,0,4.079181246
23,1,1,6,6,0,30000,1,2,5,2,1,0,4.477121255
28,0,1,5,-8,1,21600,1,3,5,1,1,0,4.334453751
32,0,1,6,-8,1,24000,1,3,5,3,1,0,4.380211242
31,1,1,4,-8,1,40000,1,4,5,3,1,0,4.602059991
31,0,1,4,-8,1,1200,1,3,5,4,1,0,3.079181246
30,1,1,4,-8,1,100000,1,2,5,3,1,0,5
34,1,1,4,-8,1,13000,1,3,5,2,1,0,4.113943352
37,0,1,4,-8,1,45000,1,1,5,1,1,0,4.653212514
27,0,1,7,-8,1,40000,1,3,5,3,1,0,4.602059991
30,1,0,6,-8,1,25000,1,3,5,1,1,0,4.397940009
32,0,0,7,-8,1,16000,1,3,5,3,1,0,4.204119983
28,1,1,7,-8,0,50000,1,3,5,3,1,0,4.698970004
28,1,1,5,-8,1,63000,1,2,5,2,1,0,4.799340549
29,0,1,4,-8,1,18500,1,2,5,3,1,0,4.267171728
34,1,1,6,-8,1,119500,1,3,1,3,1,0,5.077367905
25,1,1,4,-8,1,70000,1,2,5,1,1,0,4.84509804
23,1,1,5,5,0,38000,1,5,5,3,1,0,4.579783597
36,0,1,10,-8,1,12000,1,2,5,1,1,0,4.079181246
38,0,0,4,-8,0,40000,1,3,5,1,1,0,4.602059991
29,0,1,4,-8,1,38000,1,3,5,3,1,0,4.579783597
25,0,1,5,-8,0,10400,1,2,5,1,1,0,4.017033339
28,1,0,7,-8,0,84760,1,2,-8,5,1,0,4.928190948
20,1,1,3,3,0,32000,1,5,5,3,1,0,4.505149978
29,1,1,3,-8,1,15000,1,1,5,3,1,0,4.176091259
39,1,1,3,-8,1,76000,1,1,5,3,1,0,4.880813592
29,1,1,4,-8,0,60000,0,1,5,3,1,0,4.77815125
32,0,1,4,-8,1,6000,1,3,5,2,1,0,3.77815125
32,1,1,4,-8,1,30000,1,2,5,3,1,0,4.477121255
34,0,1,4,-8,1,36000,1,1,5,5,1,0,4.556302501
30,1,1,4,-8,1,35000,1,3,5,4,1,0,4.544068044
28,1,1,4,-8,1,48000,1,1,5,3,1,0,4.681241237
23,0,1,4,6,1,18000,1,3,5,4,1,0,4.255272505
31,1,1,3,-8,1,33000,1,3,5,4,1,0,4.51851394
31,0,1,4,-8,1,2000,1,5,5,3,1,0,3.301029996
27,1,0,7,-8,0,50000,1,3,5,1,1,0,4.698970004
35,1,1,4,-8,1,8000,1,5,-8,1,1,0,3.903089987
42,1,1,3,-8,1,7000,0,3,5,4,1,0,3.84509804
30,1,1,4,-8,1,33000,1,3,5,3,1,0,4.51851394
23,1,1,3,5,0,40000,0,2,5,5,1,0,4.602059991
34,0,1,4,-8,1,20000,1,3,5,3,1,0,4.301029996
40,1,1,4,-8,1,35000,1,2,5,4,1,0,4.544068044
38,1,1,4,-8,1,14000,1,3,5,2,1,0,4.146128036
36,1,1,4,-8,1,30000,1,3,5,2,1,0,4.477121255
30,0,1,3,-8,1,10000,1,3,5,3,1,0,4
31,1,1,3,-8,1,51500,1,1,5,2,1,0,4.711807229
44,1,1,3,-8,1,40000,1,3,5,2,1,0,4.602059991
28,0,0,4,-8,1,3600,1,1,5,1,1,0,3.556302501
29,1,1,3,-8,1,40000,1,3,5,3,1,0,4.602059991
25,1,1,4,-8,0,40000,1,3,5,2,1,0,4.602059991
27,0,1,0,-8,1,30000,1,3,5,3,1,0,4.477121255
35,1,1,3,-8,1,50000,1,3,5,1,1,0,4.698970004
27,1,1,6,-8,1,80000,1,3,5,2,1,0,4.903089987
30,0,1,6,-8,1,41400,1,2,5,3,1,0,4.617000341
32,1,1,5,-8,1,28000,1,3,5,2,1,0,4.447158031
24,1,1,3,4,1,30000,1,2,5,4,1,0,4.477121255
29,1,1,4,-8,1,36000,1,2,5,3,1,0,4.556302501
27,0,1,4,-8,1,30000,1,3,5,1,1,0,4.477121255
36,1,1,3,-8,1,100000,1,3,5,1,1,0,5
36,0,1,4,-8,1,750,1,1,5,3,1,0,2.875061263
32,1,1,5,-8,1,60000,1,3,5,1,1,0,4.77815125
28,1,1,5,-8,0,71500,1,3,5,1,1,0,4.854306042
21,1,1,3,7,0,48000,1,3,5,2,1,0,4.681241237
25,1,1,4,-8,0,12000,1,3,5,2,1,0,4.079181246
22,0,1,4,6,0,20000,1,3,5,3,1,0,4.301029996
30,1,1,7,-8,0,108000,1,3,5,1,1,0,5.033423755
33,1,1,4,-8,1,204000,1,1,5,3,1,0,5.309630167
34,0,1,3,-8,1,36000,1,3,5,1,1,0,4.556302501
25,0,1,4,-8,0,25000,1,2,5,3,1,0,4.397940009
30,1,1,4,-8,1,44000,1,2,5,5,1,0,4.643452676
27,1,1,7,-8,0,5300,1,3,5,4,1,0,3.72427587
23,0,1,4,5,1,15000,1,3,5,3,1,0,4.176091259
30,1,1,4,-8,1,60000,1,3,5,3,1,0,4.77815125
32,1,1,4,-8,1,30000,1,3,5,4,1,0,4.477121255
26,1,1,4,-8,1,3500,1,2,5,1,1,0,3.544068044
28,0,1,5,-8,1,19500,1,3,5,3,1,0,4.290034611
40,0,1,4,-8,1,30000,1,5,5,1,1,0,4.477121255
17,1,1,3,7,0,23000,1,2,5,2,1,0,4.361727836
25,1,1,4,-8,1,26000,1,3,5,3,1,0,4.414973348
29,0,1,4,-8,1,26000,1,3,5,3,1,0,4.414973348
26,1,1,5,-8,0,35000,1,3,5,2,1,0,4.544068044
20,0,1,4,6,0,6000,1,2,5,2,1,0,3.77815125
31,1,1,3,-8,1,25000,1,3,5,3,1,0,4.397940009
20,1,0,6,6,0,20000,1,3,5,3,1,0,4.301029996
32,1,1,4,-8,1,39200,1,1,5,1,1,0,4.593286067
40,1,1,3,-8,1,40000,1,3,5,1,1,0,4.602059991
39,0,1,10,-8,1,15000,1,5,5,1,1,0,4.176091259
32,0,1,7,-8,1,84000,1,3,5,2,1,0,4.924279286
28,1,0,6,-8,1,40000,1,3,5,2,1,0,4.602059991
29,0,1,6,-8,1,40000,1,3,5,2,1,0,4.602059991
41,1,1,3,-8,1,48000,1,3,5,3,1,0,4.681241237
41,1,1,4,-8,1,20000,1,4,5,5,1,0,4.301029996
31,1,0,7,-8,1,30000,1,3,-8,4,1,0,4.477121255
21,1,1,4,5,1,55000,1,3,5,2,1,0,4.740362689
21,0,1,4,5,1,10000,1,4,5,2,1,0,4
18,1,1,4,5,0,5000,1,2,5,2,1,0,3.698970004
40,0,1,6,-8,1,34800,1,3,5,3,1,0,4.541579244
23,1,1,6,7,1,36000,1,3,5,1,1,0,4.556302501
23,0,0,6,7,1,30000,1,3,5,2,1,0,4.477121255
31,0,1,0,-8,0,36000,1,3,5,2,1,0,4.556302501
31,0,1,4,-8,0,22200,0,1,5,2,1,0,4.346352974
23,1,1,5,5,0,16000,1,3,5,3,1,0,4.204119983
17,1,1,4,4,0,15000,1,2,5,3,1,0,4.176091259
37,1,1,3,-8,1,20000,1,2,5,3,1,0,4.301029996
45,1,1,3,-8,1,60000,1,3,5,1,1,0,4.77815125
44,0,1,3,-8,1,20000,1,4,5,3,1,0,4.301029996
16,1,1,4,4,0,12000,1,2,5,3,1,0,4.079181246
55,1,1,4,-8,0,3600,1,5,5,1,1,0,3.556302501
21,1,1,4,5,1,12000,1,2,5,2,1,0,4.079181246
27,1,1,4,-8,1,40000,1,4,5,1,1,0,4.602059991
46,1,1,0,-8,1,37800,1,3,5,1,1,0,4.5774918
29,1,1,5,-8,1,66000,1,3,5,2,1,0,4.819543936
20,1,1,5,5,0,40000,1,3,-8,2,1,0,4.602059991
47,1,1,0,-8,1,40000,1,3,5,4,1,0,4.602059991
26,1,0,6,-8,0,60000,1,3,5,3,1,0,4.77815125
28,0,1,6,-8,1,20000,1,4,5,2,1,0,4.301029996
48,1,1,0,-8,0,3000,1,5,5,1,1,0,3.477121255
49,0,1,0,-8,1,19200,1,5,5,5,1,0,4.283301229
35,1,1,5,-8,1,30000,1,3,5,3,1,0,4.477121255
32,0,1,4,-8,1,40000,1,3,5,4,1,0,4.602059991
30,1,1,7,-8,0,100000,1,2,5,3,1,0,5
22,1,1,4,7,1,95000,0,2,5,3,1,0,4.977723605
23,0,1,3,7,1,3500,1,3,5,3,1,0,3.544068044
42,1,1,3,-8,1,18000,1,4,5,3,1,0,4.255272505
35,0,1,3,-8,1,21600,1,2,5,3,1,0,4.334453751
45,1,1,3,-8,1,11000,1,2,5,3,1,0,4.041392685
22,0,1,3,5,1,30000,1,3,5,1,1,0,4.477121255
22,1,1,4,7,1,70000,1,3,5,1,1,0,4.84509804
21,0,1,5,7,0,22400,1,1,1,3,1,0,4.350248018
24,1,1,3,4,1,45000,1,2,5,3,1,0,4.653212514
27,0,1,4,-8,1,25000,1,3,5,1,1,0,4.397940009
25,1,1,4,-8,1,50000,1,3,-8,1,1,0,4.698970004
38,1,1,3,-8,1,42000,1,1,5,2,1,0,4.62324929
27,0,1,5,-8,1,20000,1,3,5,3,1,0,4.301029996
39,1,1,3,-8,1,28160,1,1,5,3,1,0,4.44963265
29,0,1,7,-8,1,21200,1,3,5,1,1,0,4.326335861
36,1,1,3,-8,1,50000,0,1,5,5,1,0,4.698970004
37,0,1,3,-8,1,28000,1,4,5,3,1,0,4.447158031
28,1,1,4,-8,1,35000,1,2,5,5,1,0,4.544068044
51,0,1,0,-8,1,18000,1,4,5,3,1,0,4.255272505
25,1,1,4,-8,1,48000,0,1,5,3,1,0,4.681241237
24,0,1,6,6,1,20000,1,3,5,3,1,0,4.301029996
22,0,1,4,6,0,45000,1,1,5,3,1,0,4.653212514
34,0,1,4,-8,1,40000,1,3,5,1,1,0,4.602059991
24,1,1,5,7,0,34000,1,1,5,3,1,0,4.531478917
41,1,1,4,-8,1,35000,1,3,5,2,1,0,4.544068044
34,0,1,4,-8,1,18000,1,3,5,3,1,0,4.255272505
38,1,1,4,-8,1,20000,1,3,5,3,1,0,4.301029996
27,1,1,7,-8,0,60000,1,3,5,3,1,0,4.77815125
26,1,1,5,-8,0,54000,1,3,5,3,1,0,4.73239376
30,1,1,5,-8,1,56000,1,3,5,3,1,0,4.748188027
28,0,1,5,-8,1,100000,1,4,5,3,1,0,5
27,0,1,4,-8,0,40000,1,1,5,3,1,0,4.602059991
29,1,1,4,-8,1,36000,1,3,5,2,1,0,4.556302501
44,1,1,4,-8,1,65000,1,5,5,2,1,0,4.812913357
23,1,1,5,5,1,30000,1,1,5,1,1,0,4.477121255
20,1,1,5,5,0,2000,1,3,-8,2,1,0,3.301029996
46,1,1,3,-8,1,50000,1,3,5,3,1,0,4.698970004
44,1,1,4,-8,1,50000,1,3,5,3,1,0,4.698970004
28,1,1,6,-8,1,100000,1,3,5,3,1,0,5
36,1,1,4,-8,1,52000,1,1,-8,1,1,0,4.716003344
38,0,1,3,-8,1,50400,1,5,-8,2,1,0,4.702430536
46,1,1,0,-8,0,5000,0,4,5,2,1,0,3.698970004
32,0,0,8,-8,1,166000,1,4,-8,3,1,0,5.220108088
32,1,0,6,-8,1,4800,1,4,5,3,1,0,3.681241237
50,1,0,4,-8,1,71000,1,2,5,1,1,0,4.851258349
43,1,0,4,-8,0,59000,0,1,5,3,1,0,4.770852012
27,0,1,7,-8,1,9000,1,3,5,3,1,0,3.954242509
32,1,1,4,-8,1,40000,1,3,5,1,1,0,4.602059991
40,1,1,5,-8,1,100000,1,3,5,3,1,0,5
41,1,0,7,-8,1,28000,1,4,-8,2,1,0,4.447158031
44,0,0,6,-8,1,24000,1,5,1,3,1,0,4.380211242
43,0,1,5,-8,1,20000,1,3,5,2,1,0,4.301029996
33,1,0,4,-8,1,581000,1,3,5,2,1,0,5.764176132
33,0,0,5,-8,1,27200,1,1,5,3,1,0,4.434568904
33,0,1,7,-8,1,35100,1,3,5,3,1,0,4.545307116
36,0,0,5,-8,1,76600,1,4,5,3,1,0,4.88422877
27,1,0,7,-8,1,30000,1,3,-8,2,1,0,4.477121255
29,0,0,7,-8,1,24000,1,3,1,3,1,0,4.380211242
43,1,0,5,-8,1,32400,1,3,-8,3,1,0,4.51054501
37,0,1,5,-8,1,25200,1,3,5,4,1,0,4.401400541
26,1,1,4,-8,1,34000,1,3,-8,3,1,0,4.531478917
28,0,1,5,-8,1,1500,1,3,5,2,1,0,3.176091259
24,0,1,7,7,0,24000,1,3,5,3,1,0,4.380211242
25,0,1,6,-8,0,33000,1,4,5,1,1,0,4.51851394
24,1,1,6,7,0,40000,1,3,5,2,1,0,4.602059991
30,0,1,4,-8,1,30000,1,5,5,1,1,0,4.477121255
33,1,1,4,-8,1,60000,1,4,5,1,1,0,4.77815125
41,1,1,5,-8,1,24000,1,4,-8,3,1,0,4.380211242
33,1,1,4,-8,1,97000,1,1,5,3,1,0,4.986771734
30,0,1,4,-8,1,24000,1,3,5,4,1,0,4.380211242
42,0,1,5,-8,1,36000,1,3,5,3,1,0,4.556302501
42,1,1,4,-8,1,72000,1,3,5,1,1,0,4.857332496
42,0,0,5,-8,1,27000,1,3,5,3,1,0,4.431363764
42,1,0,7,-8,1,44000,1,3,-8,4,1,0,4.643452676
46,1,1,3,-8,1,50000,1,4,5,5,1,0,4.698970004
44,0,1,0,-8,1,30000,0,2,5,1,1,0,4.477121255
37,1,1,5,-8,1,100000,1,2,5,3,1,0,5
34,1,1,4,-8,1,45000,1,3,5,3,1,0,4.653212514
22,0,1,7,7,0,9200,1,4,5,1,1,0,3.963787827
29,1,1,6,-8,0,80000,1,3,5,2,1,0,4.903089987
40,1,1,3,-8,1,10000,1,4,5,3,1,0,4
30,0,1,4,-8,1,12000,1,2,5,3,1,0,4.079181246
53,1,1,3,-8,1,34000,1,1,5,1,1,0,4.531478917
49,0,1,4,-8,1,72000,1,1,5,5,1,0,4.857332496
23,1,1,4,7,0,35000,1,2,5,1,1,0,4.544068044
51,1,1,0,-8,1,25000,1,3,5,3,1,0,4.397940009
23,0,1,7,7,0,30000,1,3,5,3,1,0,4.477121255
31,1,1,4,-8,1,6000,1,3,5,4,1,0,3.77815125
31,0,1,6,-8,1,98000,1,3,-8,1,1,0,4.991226076
29,1,1,3,-8,1,35000,1,1,5,3,1,0,4.544068044
40,1,1,4,-8,1,70000,1,2,5,1,1,0,4.84509804
32,1,1,5,-8,1,300000,1,4,5,1,1,0,5.477121255
23,0,1,6,7,1,36000,1,4,5,1,1,0,4.556302501
48,1,1,4,-8,1,42000,1,4,5,3,1,0,4.62324929
24,1,1,4,5,0,33300,0,2,5,3,1,0,4.522444234
50,1,1,4,-8,1,22000,1,3,5,3,1,0,4.342422681
24,1,1,7,8,0,58000,1,2,5,3,1,0,4.763427994
34,0,1,4,-8,1,20000,1,3,5,3,1,0,4.301029996
35,1,1,5,-8,1,35000,1,3,5,3,1,0,4.544068044
41,1,0,3,-8,1,36000,1,4,5,3,1,0,4.556302501
